item_id,abc_class,xyz_class,abc_xyz_segment,avg_daily_demand,std_daily_demand,cv_demand,avg_price,lead_time_days,target_service_level,z_score,lead_time_demand,safety_stock,safety_stock_units,reorder_point,reorder_point_units,replenishment_policy
FOODS_1_218,A,Y,AY,11.7026,9.3254,0.7969,0.98,7,0.95,1.65,81.92,40.71,41,122.63,123,Continuous Review (Weekly Reorder Trigger) | High Service Level 95%
FOODS_1_011,B,Z,BZ,0.6158,1.2236,1.987,2.52,7,0.9,1.28,4.31,4.14,5,8.45,9,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_028,B,Z,BZ,0.6079,1.6277,2.6776,2.86,7,0.9,1.28,4.26,5.51,6,9.77,10,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_188,B,Z,BZ,0.587,1.2761,2.1739,2.98,7,0.9,1.28,4.11,4.32,5,8.43,9,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_134,B,Z,BZ,0.587,1.1962,2.0378,1.98,7,0.9,1.28,4.11,4.05,5,8.16,9,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_039,B,Z,BZ,0.5478,1.0934,1.996,2.48,7,0.9,1.28,3.83,3.7,4,7.53,8,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_030,B,Z,BZ,0.5337,1.1338,2.1244,3.18,7,0.9,1.28,3.74,3.84,4,7.58,8,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_051,B,Z,BZ,0.5159,1.0962,2.1248,3.87,7,0.9,1.28,3.61,3.71,4,7.32,8,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_156,B,Z,BZ,0.5107,0.9391,1.8388,2.37,7,0.9,1.28,3.57,3.18,4,6.75,7,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_176,B,Z,BZ,0.506,1.2384,2.4474,3.23,7,0.9,1.28,3.54,4.19,5,7.73,8,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_198,B,Z,BZ,0.495,1.1662,2.356,2.52,7,0.9,1.28,3.46,3.95,4,7.41,8,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_116,B,Z,BZ,0.4773,1.1221,2.3509,2.51,7,0.9,1.28,3.34,3.8,4,7.14,8,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_025,B,Z,BZ,0.4496,0.9014,2.0049,4.1,7,0.9,1.28,3.15,3.05,4,6.2,7,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_119,B,Z,BZ,0.4381,0.9202,2.1004,3.33,7,0.9,1.28,3.07,3.12,4,6.19,7,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_158,B,Z,BZ,0.4297,0.769,1.7896,4.68,7,0.9,1.28,3.01,2.6,3,5.61,6,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_068,B,Z,BZ,0.4203,1.033,2.4578,3.58,7,0.9,1.28,2.94,3.5,4,6.44,7,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_169,B,Z,BZ,0.4104,1.0869,2.6484,3.29,7,0.9,1.28,2.87,3.68,4,6.55,7,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_072,B,Z,BZ,0.3968,0.8384,2.1129,4.87,7,0.9,1.28,2.78,2.84,3,5.62,6,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_053,B,Z,BZ,0.3826,0.8214,2.1469,5.55,7,0.9,1.28,2.68,2.78,3,5.46,6,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_193,B,Z,BZ,0.3398,1.0383,3.0556,4.7,7,0.9,1.28,2.38,3.52,4,5.9,6,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_147,B,Z,BZ,0.3116,0.7226,2.319,4.74,7,0.9,1.28,2.18,2.45,3,4.63,5,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_096,B,Z,BZ,0.3084,0.6517,2.1132,5.91,7,0.9,1.28,2.16,2.21,3,4.37,5,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_034,B,Z,BZ,0.3068,0.6488,2.1147,5.52,7,0.9,1.28,2.15,2.2,3,4.35,5,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_033,B,Z,BZ,0.3021,0.8161,2.7014,5.38,7,0.9,1.28,2.11,2.76,3,4.87,5,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_048,B,Z,BZ,0.3001,0.7173,2.3902,5.98,7,0.9,1.28,2.1,2.43,3,4.53,5,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_125,B,Z,BZ,0.2729,0.7458,2.7329,5.17,7,0.9,1.28,1.91,2.53,3,4.44,5,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_171,B,Z,BZ,0.2556,0.8514,3.331,4.7,7,0.9,1.28,1.79,2.88,3,4.67,5,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_059,B,Z,BZ,0.2541,0.7891,3.1055,4.71,7,0.9,1.28,1.78,2.67,3,4.45,5,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_151,B,Z,BZ,0.1887,0.5377,2.8495,11.4,7,0.9,1.28,1.32,1.82,2,3.14,4,Periodic Review (Bi-Weekly) | Standard Reorder Trigger
FOODS_1_155,C,Z,CZ,1.1495,1.8965,1.6498,0.98,7,0.9,1.28,8.05,6.42,7,14.47,15,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_145,C,Z,CZ,1.0643,1.6845,1.5827,0.98,7,0.9,1.28,7.45,5.7,6,13.15,14,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_097,C,Z,CZ,1.0559,1.6829,1.5938,0.98,7,0.9,1.28,7.39,5.7,6,13.09,14,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_202,C,Z,CZ,1.0094,1.8221,1.8051,0.98,7,0.9,1.28,7.07,6.17,7,13.24,14,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_052,C,Z,CZ,0.7716,1.3322,1.7265,0.98,7,0.9,1.28,5.4,4.51,5,9.91,10,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_121,C,Z,CZ,0.7219,1.3472,1.8662,1.26,7,0.9,1.28,5.05,4.56,5,9.61,10,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_149,C,Z,CZ,0.6963,1.3665,1.9625,0.98,7,0.9,1.28,4.87,4.63,5,9.5,10,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_118,C,Z,CZ,0.6722,1.5062,2.2407,0.98,7,0.9,1.28,4.71,5.1,6,9.81,10,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_014,C,Z,CZ,0.5923,1.2417,2.0964,0.98,7,0.9,1.28,4.15,4.21,5,8.36,9,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_070,C,Z,CZ,0.551,1.3338,2.4207,0.98,7,0.9,1.28,3.86,4.52,5,8.38,9,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_101,C,Z,CZ,0.5494,1.0618,1.9327,1.98,7,0.9,1.28,3.85,3.6,4,7.45,8,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_109,C,Z,CZ,0.4867,0.9745,2.0023,2.23,7,0.9,1.28,3.41,3.3,4,6.71,7,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_009,C,Z,CZ,0.4642,1.047,2.2555,2.4,7,0.9,1.28,3.25,3.55,4,6.8,7,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_017,C,Z,CZ,0.4417,1.1552,2.6153,2.36,7,0.9,1.28,3.09,3.91,4,7.0,7,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_122,C,Z,CZ,0.4334,1.2324,2.8436,1.98,7,0.9,1.28,3.03,4.17,5,7.2,8,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_135,C,Z,CZ,0.4083,0.98,2.4002,2.51,7,0.9,1.28,2.86,3.32,4,6.18,7,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_189,C,Z,CZ,0.3461,1.1317,3.2699,2.37,7,0.9,1.28,2.42,3.83,4,6.25,7,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_126,C,Z,CZ,0.322,0.8868,2.754,2.38,7,0.9,1.28,2.25,3.0,3,5.25,6,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_060,C,Z,CZ,0.3105,0.798,2.57,1.68,7,0.9,1.28,2.17,2.7,3,4.87,5,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_078,C,Z,CZ,0.2812,0.7587,2.6981,3.34,7,0.9,1.28,1.97,2.57,3,4.54,5,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_131,C,Z,CZ,0.264,0.8451,3.2011,2.88,7,0.9,1.28,1.85,2.86,3,4.71,5,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_056,C,Z,CZ,0.2373,0.6669,2.8104,2.24,7,0.9,1.28,1.66,2.26,3,3.92,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_008,C,Z,CZ,0.2331,0.6929,2.9725,3.38,7,0.9,1.28,1.63,2.35,3,3.98,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_057,C,Z,CZ,0.2279,0.6215,2.7271,2.35,7,0.9,1.28,1.6,2.1,3,3.7,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_029,C,Z,CZ,0.2169,0.5474,2.5237,4.03,7,0.9,1.28,1.52,1.85,2,3.37,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_179,C,Z,CZ,0.2138,0.9718,4.5454,3.58,7,0.9,1.28,1.5,3.29,4,4.79,5,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_095,C,Z,CZ,0.2086,0.6966,3.3394,3.02,7,0.9,1.28,1.46,2.36,3,3.82,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_093,C,Z,CZ,0.1945,0.6237,3.2067,5.5,7,0.9,1.28,1.36,2.11,3,3.47,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_089,C,Z,CZ,0.1903,0.5896,3.0983,3.41,7,0.9,1.28,1.33,2.0,2,3.33,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_191,C,Z,CZ,0.1835,0.5317,2.8975,5.5,7,0.9,1.28,1.28,1.8,2,3.08,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_212,C,Z,CZ,0.1756,0.4889,2.7842,6.13,7,0.9,1.28,1.23,1.66,2,2.89,3,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_107,C,Z,CZ,0.1725,0.6192,3.5896,5.45,7,0.9,1.28,1.21,2.1,3,3.31,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_148,C,Z,CZ,0.1709,0.5727,3.3511,4.73,7,0.9,1.28,1.2,1.94,2,3.14,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_010,C,Z,CZ,0.1662,0.5579,3.3568,5.37,7,0.9,1.28,1.16,1.89,2,3.05,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_111,C,Z,CZ,0.1652,0.5123,3.1011,5.98,7,0.9,1.28,1.16,1.73,2,2.89,3,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_211,C,Z,CZ,0.1605,0.5601,3.4897,5.49,7,0.9,1.28,1.12,1.9,2,3.02,4,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_077,C,Z,CZ,0.1469,0.5009,3.4098,3.06,7,0.9,1.28,1.03,1.7,2,2.73,3,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_157,C,Z,CZ,0.139,0.458,3.295,4.7,7,0.9,1.28,0.97,1.55,2,2.52,3,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_160,C,Z,CZ,0.1213,0.4481,3.6941,2.24,7,0.9,1.28,0.85,1.52,2,2.37,3,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_159,C,Z,CZ,0.1145,0.4065,3.5502,4.72,7,0.9,1.28,0.8,1.38,2,2.18,3,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_164,C,Z,CZ,0.1025,0.4818,4.7005,5.36,7,0.9,1.28,0.72,1.63,2,2.35,3,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_022,C,Z,CZ,0.0653,0.29,4.441,4.6,7,0.9,1.28,0.46,0.98,1,1.44,2,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_098,C,Z,CZ,0.0648,0.3687,5.6898,4.57,7,0.9,1.28,0.45,1.25,2,1.7,2,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_084,C,Z,CZ,0.0554,0.2765,4.991,5.43,7,0.9,1.28,0.39,0.94,1,1.33,2,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
FOODS_1_079,C,Z,CZ,0.0429,0.2652,6.1818,5.44,7,0.9,1.28,0.3,0.9,1,1.2,2,Monthly Periodic Review / Minimum Batch Reorder | Avoid Excess Stock
