item_id,total_units,total_revenue,avg_daily_demand,std_daily_demand,avg_price,total_days,zero_days,zero_demand_pct,cumulative_revenue,cumulative_rev_pct,abc_class,cv_demand,xyz_class,abc_xyz_segment,replenishment_strategy
FOODS_1_004,15797,28995.06,8.2577,8.8662,1.85,1913,616,32.2,28995.06,2.22,A,1.0737,Z,AZ,Dedicated Planner Review | Dynamic Safety Stock | Close Supplier Lead Time Tracking
FOODS_1_035,1375,3502.9,0.7188,1.5997,2.52,1913,1285,67.17,1126282.9699999993,86.41,B,2.2255,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_146,1555,3478.58,0.8129,1.2164,2.23,1913,1085,56.72,1129761.5499999993,86.68,B,1.4964,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_096,590,3469.64,0.3084,0.6517,5.91,1913,1470,76.84,1133231.1899999992,86.94,B,2.1132,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_066,2533,3438.97,1.3241,1.8657,1.36,1913,851,44.49,1136670.1599999992,87.21,B,1.409,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_048,574,3432.52,0.3001,0.7173,5.98,1913,1524,79.67,1140102.6799999992,87.47,B,2.3902,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_092,1845,3376.8,0.9645,1.6206,1.86,1913,1136,59.38,1143479.4799999993,87.73,B,1.6802,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_188,1123,3346.54,0.587,1.2761,2.98,1913,1422,74.33,1146826.0199999993,87.99,B,2.1739,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_213,1415,3283.14,0.7397,1.1649,2.32,1913,1104,57.71,1150109.1599999992,88.24,B,1.5748,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_028,1163,3262.94,0.6079,1.6277,2.86,1913,1539,80.45,1153372.0999999992,88.49,B,2.6776,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_091,1396,3243.42,0.7297,1.1249,2.34,1913,1138,59.49,1156615.519999999,88.74,B,1.5416,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_001,1503,3228.48,0.7857,1.2581,2.17,1913,1078,56.35,1159843.999999999,88.98,B,1.6012,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_034,587,3221.56,0.3068,0.6488,5.52,1913,1476,77.16,1163065.5599999991,89.23,B,2.1147,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_030,1021,3175.28,0.5337,1.1338,3.18,1913,1369,71.56,1166240.8399999992,89.47,B,2.1244,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_033,578,3159.13,0.3021,0.8161,5.38,1913,1575,82.33,1169399.969999999,89.72,B,2.7014,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_193,650,3103.13,0.3398,1.0383,4.7,1913,1621,84.74,1172503.099999999,89.96,B,3.0556,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_203,1391,3029.44,0.7271,1.51,2.17,1913,1315,68.74,1175532.5399999989,90.19,B,2.0767,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_138,1212,3019.76,0.6336,1.4205,2.51,1913,1387,72.5,1178552.2999999989,90.42,B,2.242,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_011,1178,3000.54,0.6158,1.2236,2.52,1913,1345,70.31,1181552.839999999,90.65,B,1.987,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_209,1273,2979.76,0.6654,1.0114,2.35,1913,1137,59.44,1184532.599999999,90.88,B,1.52,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_176,968,2976.38,0.506,1.2384,3.23,1913,1407,73.55,1187508.9799999988,91.11,B,2.4474,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_168,1372,2953.98,0.7172,1.1782,2.16,1913,1167,61.0,1190462.9599999988,91.33,B,1.6428,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_068,804,2878.32,0.4203,1.033,3.58,1913,1507,78.78,1193341.2799999989,91.55,B,2.4578,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_119,838,2823.0,0.4381,0.9202,3.33,1913,1393,72.82,1196164.2799999989,91.77,B,2.1004,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_182,1392,2790.81,0.7277,1.2637,2.01,1913,1220,63.77,1198955.089999999,91.98,B,1.7366,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_147,596,2762.4,0.3116,0.7226,4.74,1913,1520,79.46,1201717.4899999988,92.2,B,2.319,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_132,1492,2737.3,0.7799,1.5759,1.86,1913,1233,64.45,1204454.7899999989,92.41,B,2.0206,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_143,1367,2703.64,0.7146,1.4168,1.98,1913,1291,67.49,1207158.4299999988,92.61,B,1.9826,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_125,522,2678.76,0.2729,0.7458,5.17,1913,1601,83.69,1209837.1899999988,92.82,B,2.7329,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_039,1048,2599.04,0.5478,1.0934,2.48,1913,1304,68.17,1212436.2299999988,93.02,B,1.996,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_169,785,2485.88,0.4104,1.0869,3.29,1913,1505,78.67,1214922.1099999987,93.21,B,2.6484,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_071,1238,2458.12,0.6472,1.2931,1.98,1913,1343,70.2,1217380.2299999988,93.4,B,1.998,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_198,947,2425.76,0.495,1.1662,2.52,1913,1422,74.33,1219805.9899999988,93.58,B,2.356,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_102,1336,2348.12,0.6984,1.1027,1.76,1913,1138,59.49,1222154.109999999,93.76,B,1.5789,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_171,489,2317.06,0.2556,0.8514,4.7,1913,1663,86.93,1224471.169999999,93.94,B,3.331,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_142,1574,2307.79,0.8228,1.4081,1.47,1913,1126,58.86,1226778.959999999,94.12,B,1.7114,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_116,913,2306.44,0.4773,1.1221,2.51,1913,1445,75.54,1229085.399999999,94.3,B,2.3509,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_059,486,2303.94,0.2541,0.7891,4.71,1913,1655,86.51,1231389.339999999,94.47,B,3.1055,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_156,977,2280.78,0.5107,0.9391,2.37,1913,1325,69.26,1233670.119999999,94.65,B,1.8388,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_134,1123,2223.54,0.587,1.1962,1.98,1913,1385,72.4,1235893.659999999,94.82,B,2.0378,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_190,2236,2191.28,1.1688,2.1908,0.98,1913,1146,59.91,1238084.939999999,94.99,B,1.8744,Z,BZ,Responsive Reorder | Buffer against Demand Spikes | Strict Minimum Order Quantity
FOODS_1_155,2199,2155.02,1.1495,1.8965,0.98,1913,1175,61.42,1240239.959999999,95.15,C,1.6498,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_009,888,2127.24,0.4642,1.047,2.4,1913,1428,74.65,1242367.199999999,95.32,C,2.2555,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_101,1051,2085.08,0.5494,1.0618,1.98,1913,1318,68.9,1244452.279999999,95.48,C,1.9327,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_109,931,2072.24,0.4867,0.9745,2.23,1913,1386,72.45,1246524.519999999,95.63,C,2.0023,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_212,336,2033.42,0.1756,0.4889,6.13,1913,1650,86.25,1248557.939999999,95.79,C,2.7842,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_145,2036,1995.28,1.0643,1.6845,0.98,1913,1120,58.55,1250553.219999999,95.94,C,1.5827,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_093,372,1985.68,0.1945,0.6237,5.5,1913,1677,87.66,1252538.899999999,96.1,C,3.2067,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_097,2020,1979.6,1.0559,1.6829,0.98,1913,1146,59.91,1254518.499999999,96.25,C,1.5938,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_017,845,1950.14,0.4417,1.1552,2.36,1913,1432,74.86,1256468.639999999,96.4,C,2.6153,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_135,781,1946.38,0.4083,0.98,2.51,1913,1457,76.16,1258415.0199999989,96.55,C,2.4002,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_202,1931,1892.38,1.0094,1.8221,0.98,1913,1214,63.46,1260307.3999999987,96.69,C,1.8051,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_111,316,1889.68,0.1652,0.5123,5.98,1913,1684,88.03,1262197.0799999987,96.84,C,3.1011,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_191,351,1873.68,0.1835,0.5317,5.5,1913,1654,86.46,1264070.7599999986,96.98,C,2.8975,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_107,330,1804.65,0.1725,0.6192,5.45,1913,1713,89.55,1265875.4099999985,97.12,C,3.5896,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_078,538,1803.76,0.2812,0.7587,3.34,1913,1589,83.06,1267679.1699999985,97.26,C,2.6981,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_010,318,1708.51,0.1662,0.5579,5.37,1913,1686,88.13,1269387.6799999985,97.39,C,3.3568,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_121,1381,1701.48,0.7219,1.3472,1.26,1913,1234,64.51,1271089.1599999985,97.52,C,1.8662,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_211,307,1667.02,0.1605,0.5601,5.49,1913,1714,89.6,1272756.1799999985,97.65,C,3.4897,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_029,415,1661.61,0.2169,0.5474,4.03,1913,1596,83.43,1274417.7899999986,97.77,C,2.5237,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_122,829,1641.42,0.4334,1.2324,1.98,1913,1572,82.17,1276059.2099999986,97.9,C,2.8436,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_189,662,1550.07,0.3461,1.1317,2.37,1913,1556,81.34,1277609.2799999986,98.02,C,3.2699,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_008,446,1538.02,0.2331,0.6929,3.38,1913,1631,85.26,1279147.2999999986,98.14,C,2.9725,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_148,327,1492.76,0.1709,0.5727,4.73,1913,1705,89.13,1280640.0599999987,98.25,C,3.3511,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_179,409,1464.22,0.2138,0.9718,3.58,1913,1746,91.27,1282104.2799999986,98.36,C,4.5454,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_052,1476,1446.48,0.7716,1.3322,0.98,1913,1245,65.08,1283550.7599999986,98.47,C,1.7265,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_131,505,1438.9,0.264,0.8451,2.88,1913,1638,85.62,1284989.6599999985,98.59,C,3.2011,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_126,616,1410.62,0.322,0.8868,2.38,1913,1602,83.74,1286400.2799999986,98.69,C,2.754,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_149,1332,1305.36,0.6963,1.3665,0.98,1913,1313,68.64,1287705.6399999987,98.79,C,1.9625,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_118,1286,1260.28,0.6722,1.5062,0.98,1913,1444,75.48,1288965.9199999988,98.89,C,2.2407,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_157,266,1259.59,0.139,0.458,4.7,1913,1703,89.02,1290225.5099999988,98.99,C,3.295,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_089,364,1242.96,0.1903,0.5896,3.41,1913,1680,87.82,1291468.4699999988,99.08,C,3.0983,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_095,399,1183.6,0.2086,0.6966,3.02,1913,1679,87.77,1292652.069999999,99.17,C,3.3394,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_014,1133,1110.34,0.5923,1.2417,0.98,1913,1353,70.73,1293762.409999999,99.26,C,2.0964,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_164,196,1049.91,0.1025,0.4818,5.36,1913,1789,93.52,1294812.319999999,99.34,C,4.7005,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_159,219,1034.0,0.1145,0.4065,4.72,1913,1738,90.85,1295846.319999999,99.42,C,3.5502,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_070,1054,1032.92,0.551,1.3338,0.98,1913,1476,77.16,1296879.2399999988,99.5,C,2.4207,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_056,454,1016.96,0.2373,0.6669,2.24,1913,1628,85.1,1297896.1999999988,99.58,C,2.8104,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_060,594,997.92,0.3105,0.798,1.68,1913,1557,81.39,1298894.1199999987,99.65,C,2.57,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_057,436,993.32,0.2279,0.6215,2.35,1913,1619,84.63,1299887.4399999988,99.73,C,2.7271,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_077,281,869.6,0.1469,0.5009,3.06,1913,1715,89.65,1300757.0399999989,99.8,C,3.4098,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_084,106,576.46,0.0554,0.2765,5.43,1913,1827,95.5,1301333.4999999988,99.84,C,4.991,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_022,125,569.89,0.0653,0.29,4.6,1913,1806,94.41,1301903.3899999987,99.88,C,4.441,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_098,124,559.26,0.0648,0.3687,4.57,1913,1823,95.3,1302462.6499999987,99.93,C,5.6898,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_160,232,519.68,0.1213,0.4481,2.24,1913,1747,91.32,1302982.3299999987,99.97,C,3.6941,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
FOODS_1_079,82,446.16,0.0429,0.2652,5.44,1913,1854,96.92,1303428.4899999986,100.0,C,6.1818,Z,CZ,Make-to-Order / Rationalization Candidate | Zero/Near-Zero Safety Stock
